d_loss,g_loss
0.709303617477417,0.8292562961578369
0.8108983635902405,0.7646244764328003
0.5662606358528137,1.1581112146377563
0.579997718334198,0.9117389917373657
0.5968859195709229,0.8650153875350952
0.6397308111190796,0.7862473130226135
0.6579503417015076,0.7622113227844238
0.6113559603691101,0.8224418759346008
0.6337719559669495,0.7606806755065918
0.6564720869064331,0.7246446013450623
0.6395941376686096,0.7709714770317078
0.6580762267112732,0.7933321595191956
0.6261695623397827,0.8064939379692078
0.6470702886581421,0.7623454332351685
0.6285862922668457,0.7603316307067871
0.6479023098945618,0.7728236317634583
0.6448127627372742,0.8867681622505188
0.6352732181549072,0.798144519329071
0.6533628702163696,0.8379476070404053
0.6385142207145691,0.8268203735351562
0.6480209231376648,0.8654006719589233
0.6331155896186829,0.822028636932373
0.6474674344062805,0.7523775696754456
0.6308862566947937,0.9610427021980286
0.6412776112556458,0.7333698868751526
0.6254602670669556,0.7700241208076477
0.6354749798774719,0.8691248297691345
0.6353569030761719,0.9178569912910461
0.6313827633857727,0.9470084309577942
0.6249051094055176,0.8293014764785767
0.625295877456665,0.80510413646698
0.6490516066551208,0.7765791416168213
0.6332799792289734,0.7907965183258057
0.6510908603668213,0.7901521325111389
0.6211069822311401,0.9718248248100281
0.6251980662345886,0.8203765749931335
0.6035199165344238,0.9443086385726929
0.651011049747467,0.7029163837432861
0.6268374919891357,0.7706295847892761
0.6285689473152161,0.77520751953125
0.632027804851532,0.8441518545150757
0.6407625675201416,0.9281935691833496
0.6346504092216492,0.7853279709815979
0.6221538186073303,0.7618368268013
0.6356039047241211,0.8013005256652832
0.6286775469779968,0.9046502113342285
0.6192821860313416,0.920469343662262
0.6231188774108887,0.8476224541664124
0.6344212889671326,0.7946294546127319
0.6192166805267334,0.8921931982040405
0.6181856393814087,0.9705851674079895
0.6252833008766174,0.9838320016860962
0.6273620128631592,0.8519254922866821
0.6391772627830505,0.8533338308334351
0.6222401261329651,0.8151713609695435
0.63181072473526,0.8332676887512207
0.6503803133964539,0.8740799427032471
0.6364479064941406,0.8030736446380615
0.6261959075927734,0.8246026039123535
0.6287266612052917,0.9178077578544617
0.6215199828147888,0.7984166145324707
0.6285325884819031,0.8549720644950867
0.6301411390304565,0.9304518699645996
0.6291754841804504,0.9045779705047607
0.6481719017028809,0.7607261538505554
0.6464982628822327,0.7963411808013916
0.6356126666069031,0.8698490858078003
0.6310829520225525,0.7805637121200562
0.6228455901145935,0.7977831959724426
0.6389028429985046,0.8372757434844971
0.6221993565559387,0.904436469078064
0.6473066806793213,0.7915963530540466
0.6457387804985046,0.7469847798347473
0.6337431073188782,0.9906463623046875
0.6323285102844238,0.8570308685302734
0.6344107985496521,0.9222885370254517
0.6365815997123718,0.7848488688468933
0.6325485110282898,0.8013643622398376
0.632045567035675,0.9808894395828247
0.632351815700531,0.8755080699920654
0.6228941082954407,0.7677315473556519
0.645382285118103,0.8969476819038391
0.6365453600883484,0.9597409963607788
0.638294517993927,0.8119242787361145
0.6192569136619568,0.9680200219154358
0.638724684715271,0.8532868027687073
0.6402162313461304,0.8501986861228943
0.640433669090271,0.9220039248466492
0.652737021446228,0.8214073777198792
0.657390832901001,0.6331104040145874
0.6404359340667725,0.6789026856422424
0.659657895565033,0.7334478497505188
0.6316134929656982,0.8675190806388855
0.6299017071723938,0.8156424760818481
0.634915828704834,0.7544127702713013
0.6486250162124634,0.7158183455467224
0.6365309953689575,0.9557062387466431
0.6340987682342529,0.8694997429847717
0.6282790899276733,0.9670517444610596
0.6417209506034851,0.9304801225662231
