d_loss,g_loss
0.949371755,0.587906003
0.758665621,0.824884951
0.692112803,0.833499074
0.633457363,0.855711818
0.663977146,0.860230088
0.665310442,0.849532306
0.644020677,0.808012128
0.668555081,0.838884711
0.657426238,0.860960245
0.678777218,0.867798269
0.628126621,0.882637858
0.649781346,0.859186888
0.665850043,0.910339296
0.651287973,0.890746951
0.654114187,0.873853087
0.627416492,0.900203466
0.60169214,1.014092088
0.598815858,1.019631624
0.600922585,1.001322508
0.643123269,0.880312085
0.615250885,0.889259994
0.669197202,0.883238435
0.633659065,0.907270908
0.619819641,0.90706408
0.613116086,0.980281413
0.694736958,0.815724492
0.618225396,0.93480885
0.626645923,0.917302251
0.631951511,0.951611042
0.61310482,0.974143386
0.631863177,0.949871898
0.63403672,1.007106304
0.674116313,0.890385807
0.613039017,0.900945187
0.641950965,0.938436747
1.314293742,0.517413735
0.630268455,1.074810743
0.629380107,0.952928543
0.619900882,1.070535302
0.6141873,0.919397414
0.618384957,1.149227381
0.654554844,0.897747636
0.697395682,0.908693612
0.636816144,0.859752119
0.618855536,0.872687578
0.638920784,0.934935212
0.618141234,0.871908069
0.640080154,0.902181804
0.601204038,0.909598231
0.648845971,0.970052004
0.622898579,1.016728044
0.824469745,1.237934709
0.590136826,0.964747429
0.586760223,0.99108541
0.618379176,1.027056694
0.625869155,0.989011109
0.617023885,1.152573705
0.599034607,0.959459543
0.609394729,1.006270409
0.592838824,1.038835049
0.591626167,1.001369476
0.639479041,1.028499007
0.623623908,1.012660742
0.611198843,1.049726486
0.602033019,1.029892445
0.614830613,1.007404923
0.577568889,1.155477643
0.605172276,1.051532269
0.60822314,1.117411375
0.602744699,1.001413941
0.715794265,0.73792851
0.647253036,0.885317266
0.611745238,0.913112998
0.619716525,0.970345616
0.60305804,0.925330758
0.614744067,0.994540691
0.628429532,0.978800654
0.692101419,1.028473973
0.617714524,1.096112251
0.602518618,1.082449555
0.600964367,1.087833762
0.603290021,1.083371639
0.593606174,1.103993177
0.613200486,1.057901859
0.629245818,0.932452559
0.65595752,1.046386242
0.657034874,0.951014102
0.59533149,1.027942538
0.634962559,1.21823144
0.618553758,0.904186308
0.607261121,1.004389763
0.805540264,0.888836026
0.596115589,0.994187713
0.58513391,1.020560026
0.633388519,1.024692059
0.650474966,1.14575088
0.601626813,1.133698463
0.612333596,1.068404198
0.640668213,0.981933117
0.626851916,0.961674631
0.597870469,1.012219191
0.595300019,1.024589539
0.629231095,1.044790626
0.620274246,0.974029601
0.61557132,1.028584957
0.609553635,1.068659186
0.594825089,1.249714136
0.858313978,0.751645327
0.621939182,0.958131492
0.62895304,0.998411417
0.606609643,1.013131261
0.620847583,1.006978154
0.598735869,1.03021431
0.709710896,1.947442174
0.621414244,1.073002934
2.568690777,5.328355789
0.712368011,0.817830801
0.663870871,0.918679833
0.660118461,0.932118297
0.64451319,0.946159661
0.634780705,1.028703451
0.624290109,0.999656677
0.616666615,1.005958676
0.594181716,0.991758823
0.626819134,1.0140903
0.622991681,1.060690522
0.616155624,0.980029225
0.615008771,1.040117025
0.587782383,1.107395887
0.609981894,1.076432586
1.295413375,0.476255417
0.618895352,0.982971966
2.446996212,5.67629528
0.610526383,1.056373358
0.594852924,1.036745667
0.571642458,1.120061874
0.589007676,1.044566154
0.625960529,1.023320198
7.063734531,0.050731793
0.682281077,0.866832137
0.644839466,0.926646948
0.619737267,1.011467099
0.616137803,0.990290523
0.598591685,1.018234968
0.586663663,1.025168896
0.617512226,1.063876629
0.607790291,1.079658151
0.597188115,1.086180925
0.609097183,1.156458139
0.646855175,0.929028988
0.632769704,1.049215913
0.745557129,0.877641082
0.697505116,0.832419157
0.664506018,0.924976468
0.629777849,0.933728814
0.60317415,1.046185613
0.607563674,1.042668343
0.644685149,1.020588279
0.596386492,1.089602709
0.552558303,1.145958185
0.573628902,1.117231607
0.587644577,1.147058249
3.213649511,5.867028236
0.665236771,0.811681628
0.667653918,0.932814538
0.599497199,1.024115086
0.601150692,1.095384479
0.608977377,1.113404632
0.620958388,1.118922949
0.681195319,0.881133556
0.653824806,0.868283808
0.598810852,1.034375906
0.622685134,1.122381926
0.618303597,1.046538472
0.596195042,1.085068464
0.590155244,1.13967371
0.859175265,0.663108408
0.592689335,1.124958277
0.595889449,1.249118924
0.606664538,0.993386388
0.610688746,1.085559487
0.822293878,1.288766146
0.581905186,1.105175495
0.718519568,0.812748373
0.632488251,0.959119081
0.654238045,0.971714199
0.583840728,1.104471207
0.618250489,1.024070501
0.614371896,1.053749919
0.603947818,1.084205389
0.573205173,1.076814651
0.580452263,1.171764016
0.598033786,1.179064989
0.606421411,1.159357786
0.625064433,1.292625427
0.595280945,1.186204553
0.623280883,0.970421791
0.623759866,1.013424039
0.614344716,0.997406065
0.586740434,1.063096046
0.587159812,1.175696611
0.590262413,1.152955651
0.604869366,1.139233351
0.685296416,0.833904922
0.586731553,1.070483208
0.59114331,1.147901058
0.676450074,0.846863627
0.62198621,1.023676991
0.670996606,1.137399077
0.663917065,0.870890558
0.601180375,1.047110677
5.361008644,7.453747
1.222401023,0.511146069
0.815704405,0.781241417
0.83024323,0.736039281
0.704317868,0.768820584
0.694185615,0.823530197
0.670405746,0.856340766
0.679136455,0.889220536
0.663475931,0.910597205
0.638100922,0.888659358
0.661428571,0.931468964
0.620054662,0.96240139
0.604968488,0.976140857
0.644880593,1.034823775
0.614136815,1.050666571
0.576060653,1.015357256
0.561065257,1.085013628
0.581474006,1.165170312
0.586470485,1.106413364
0.633319795,1.014961839
0.662300289,1.058864355
0.592309535,1.120098591
0.584586442,1.175222278
0.606109679,1.209822655
0.617848277,1.147224188
0.698654294,0.839562237
0.642186522,0.895949543
0.670727789,0.804084182
0.617781937,0.960435927
0.607337952,0.984646797
0.60109359,1.076285958
0.605653644,1.104857087
0.592091024,1.123518229
0.624091625,1.061737299
0.62564528,0.885544717
0.608630359,1.128618598
0.693947911,1.088210464
0.593920827,0.98526907
0.59924823,1.026610851
0.590414166,1.155344725
0.674224734,0.821266353
0.63243562,0.967644393
0.613650978,1.056869268
0.616171896,1.009105086
0.586685538,1.096693754
0.585156918,1.129268646
0.598570287,1.114763498
0.590271652,1.186584949
0.642725289,0.981494546
0.611173987,1.138985991
0.607937336,1.331437826
6.746463,0
0.634967983,1.042990804
0.616758883,1.090495825
0.592114091,1.106130123
0.596238136,1.055781603
0.615719438,1.095045447
0.619729578,0.94008708
0.617281497,1.006733179
0.629552484,1.097226977
0.600288928,1.174087405
0.616211474,1.004765391
0.630746782,1.059053421
0.602175593,1.188302875
0.611360967,1.122797012
0.568438113,1.335523605
0.616749108,0.908448458
0.691718638,0.819887996
0.642090023,0.905860484
0.60435009,1.0246768
0.622646868,0.933822811
0.618651807,0.89770335
0.598857582,1.178540468
0.604557872,1.12305665
0.598922849,1.28760922
0.603083968,1.157010317
0.572844863,1.27666235
0.621854305,1.330990434
0.60198456,1.066510677
0.578411043,1.231169581
0.582750618,1.179011822
0.660832047,1.155511856
0.662494659,0.883794785
0.616379201,1.012455583
0.616715729,1.085899472
0.596207261,1.160839319
0.569686115,1.25410378
0.599139512,1.369694948
0.758679688,1.007548213
0.588977158,1.069073915
0.606325269,1.115262747
0.599040329,1.014765024
0.587088883,1.216846466
0.605117202,1.083072305
0.591393352,1.137833118
0.602263451,1.217133164
0.578229725,1.145636201
0.578946769,1.215872765
0.663925767,0.806371391
0.57131809,1.198730946
0.56671989,1.368715286
1.090433359,6.050533295
0.64008534,0.953772962
0.715504527,0.901804566
0.586433828,1.26978159
0.608605981,1.277467728
0.617689431,0.962391675
0.614926875,1.082630396
0.591303647,1.282301903
0.750223696,2.203066111
0.554302037,1.265051603
0.570212603,1.195584655
0.584890246,1.187479734
0.589657664,1.196686149
0.557673514,1.169869781
0.572102904,1.174272537
0.596099675,1.137079835
0.550700665,1.314301491
0.573375404,1.275319219
0.590468943,1.172631979
0.64895165,0.895976067
0.640108585,1.022085667
0.590135515,1.239408731
0.584577024,1.130732656
0.60800755,1.163770914
0.603482187,1.241683483
0.588448405,1.210467696
0.600861907,1.422871828
0.574015141,1.22206068
0.583941042,1.173683405
0.654212356,1.016396523
0.645609379,1.099419832
0.577429593,1.188483238
0.750360191,1.009051919
0.583896339,1.216331005
0.632049561,0.941819668
0.624836743,1.026076198
0.615685403,1.195792198
0.583235085,1.125982523
0.580345929,1.208927631
0.567649841,1.155162334
0.602117658,1.282487392
0.568982661,1.228779793
0.604161561,0.999515533
0.604995906,1.157230139
0.572583377,1.234226465
0.602570653,1.303409219
0.60132277,0.862497747
0.558186769,1.265587926
0.563200772,1.181506753
0.604919612,0.9457587
0.60050565,1.041523337
0.644700527,0.990837216
0.616168022,1.081891537
0.573354602,1.229217052
0.585761726,1.289773464
0.58357048,1.283501983
0.583195865,1.152853012
0.572758615,1.185059071
0.565279186,1.24708128
0.570289969,1.221330762
0.582816005,1.150499463
0.579554439,1.261630535
0.580945313,1.453219414
0.749602139,0.917272627
0.718851566,0.762656868
0.598508298,1.147096753
0.773219407,0.945755541
0.650320351,0.934440196
