d_loss,g_loss
0.699606538,0.60878551
0.58280021,0.772475362
0.63937366,0.778407574
0.443873882,1.030397654
0.719419539,0.60018456
0.61572361,0.740688503
0.643364906,0.840845287
0.598627388,0.892635107
0.625192642,0.737396896
0.629240155,0.984646559
0.621916592,0.964203715
0.605791688,0.996052682
0.604639888,0.835602403
0.606790841,0.944275498
0.592754722,0.949048638
0.681158602,0.833750308
0.641005993,0.858703256
0.652755082,0.866863668
0.636883914,0.839076519
0.66852951,0.833304644
0.659315407,0.876924992
0.615660548,0.933468223
0.663995862,0.822245479
0.632511258,0.859401345
0.540813804,1.191646338
0.551583827,1.065461397
0.592789769,1.035721064
0.606070578,0.999167919
0.609003186,0.914624631
0.622018278,0.885507166
0.609009147,0.986002684
0.627637267,0.909792483
0.62222141,0.980056286
0.617413998,1.135977745
0.595368981,0.979036272
0.577944875,1.176034689
0.563152611,1.056026936
0.835757315,0.722332656
0.61671865,1.025361896
0.558169901,0.987054229
0.588013172,1.333558798
0.593503416,0.934537113
0.659689844,0.824348569
0.614122391,0.899499893
0.627518117,0.916081965
0.628787875,0.976318657
0.61295706,0.95509696
0.616382957,0.914461017
0.623075306,0.935429931
0.654551327,0.966005087
0.598275781,0.972452164
0.620973468,0.934957922
1.621198297,1.349146008
0.630975783,0.79691267
0.631108701,0.890384436
0.637567163,0.900060177
0.611638367,0.864796877
0.625623584,0.887332797
0.661426067,0.91744113
0.612091541,0.908730268
2.173288822,0.460374504
0.747514904,0.872679591
0.637238204,0.773928285
0.666428924,0.862568498
0.654825509,0.786719024
0.666593015,0.846720099
0.6365816,0.82284677
0.66810137,0.856399775
0.660243809,0.823337793
0.651515543,0.840007663
0.684323788,0.835797071
0.654865682,0.771529496
0.671924651,0.840314627
0.724717677,0.862918615
0.631860554,0.857837617
0.656361759,0.868863344
0.63465488,0.980438232
0.663097084,0.868877888
0.609595478,0.908948123
1.13974452,0.923814952
0.646634161,0.863993943
0.636398315,0.915598273
0.766063869,0.696184337
0.67577368,0.825717449
0.652775884,0.779638946
0.673522174,0.832620919
0.65299511,0.867668927
0.65061295,0.849426031
0.642925382,0.837808549
0.648918152,0.863987327
0.673682392,0.874268115
0.679839611,0.837271452
0.656588674,0.870700479
0.643369257,0.883475542
0.661833942,0.851046801
0.652179122,0.848112106
0.630418301,0.864901066
0.562511384,1.034183264
0.618031442,0.892529905
0.625148237,1.089553952
0.834653258,0.887634575
0.657664478,0.863183856
0.650659025,0.862359345
0.669027627,0.835049987
0.66475594,0.868278503
0.663187146,0.850813985
0.633391857,0.902536333
0.652451456,0.803872466
0.704078138,0.710217476
0.640835404,0.974726379
0.635885119,0.973493338
0.662976265,0.894158721
0.644215584,0.977423906
0.608975112,0.938113153
0.647519231,0.917317867
0.621707916,1.039922714
0.621064484,1.063763022
0.591380477,1.491698265
0.579725802,1.005983591
2.492705584,1.945232153
